ntype TotalCurrent(trans_5d1_hetero_des) X,ntype TotalCurrent(trans_5d1_hetero_des) Y
2.2152e-10,8.6944e-06
2.2162e-10,8.68883e-06
2.2172e-10,8.68325e-06
2.2182e-10,8.67767e-06
2.2192e-10,8.6721e-06
2.2202e-10,8.66652e-06
2.2212e-10,8.66095e-06
2.2222e-10,8.65537e-06
2.2232e-10,8.6498e-06
2.2242e-10,8.64423e-06
2.2252e-10,8.63866e-06
2.2262e-10,8.63309e-06
2.2272e-10,8.62752e-06
2.2282e-10,8.62195e-06
2.2292e-10,8.61639e-06
2.2302e-10,8.61082e-06
2.2312e-10,8.60526e-06
2.2322e-10,8.59969e-06
2.2332e-10,8.59413e-06
2.2342e-10,8.58857e-06
2.2352e-10,8.58301e-06
2.2362e-10,8.57745e-06
2.2372e-10,8.57189e-06
2.2382e-10,8.56633e-06
2.2392e-10,8.56077e-06
2.2402e-10,8.55521e-06
2.2412e-10,8.54966e-06
2.2422e-10,8.54411e-06
2.2432e-10,8.53855e-06
2.2442e-10,8.533e-06
2.2452e-10,8.52745e-06
2.2462e-10,8.5219e-06
2.2472e-10,8.51635e-06
2.2482e-10,8.5108e-06
2.2492e-10,8.50525e-06
2.2502e-10,8.49971e-06
2.2512e-10,8.49416e-06
2.2522e-10,8.48862e-06
2.2532e-10,8.48307e-06
2.2542e-10,8.47753e-06
2.2552e-10,8.47199e-06
2.2562e-10,8.46645e-06
2.2572e-10,8.46091e-06
2.2582e-10,8.45537e-06
2.2592e-10,8.44984e-06
2.2602e-10,8.4443e-06
2.2612e-10,8.43877e-06
2.2622e-10,8.43323e-06
2.2632e-10,8.4277e-06
2.2642e-10,8.42217e-06
2.2652e-10,8.41664e-06
2.2662e-10,8.41111e-06
2.2672e-10,8.40558e-06
2.2682e-10,8.40005e-06
2.2692e-10,8.39453e-06
2.2702e-10,8.389e-06
2.2712e-10,8.38348e-06
2.2722e-10,8.37795e-06
2.2732e-10,8.37243e-06
2.2742e-10,8.36691e-06
2.2752e-10,8.36139e-06
2.2762e-10,8.35587e-06
2.2772e-10,8.35036e-06
2.2782e-10,8.34484e-06
2.2792e-10,8.33933e-06
2.2802e-10,8.33381e-06
2.2812e-10,8.3283e-06
2.2822e-10,8.32279e-06
2.2832e-10,8.31728e-06
2.2842e-10,8.31177e-06
2.2852e-10,8.30626e-06
2.2862e-10,8.30076e-06
2.2872e-10,8.29525e-06
2.2882e-10,8.28975e-06
2.2892e-10,8.28424e-06
2.2902e-10,8.27874e-06
2.2912e-10,8.27324e-06
2.2922e-10,8.26774e-06
2.2932e-10,8.26224e-06
2.2942e-10,8.25675e-06
2.2952e-10,8.25125e-06
2.2962e-10,8.24575e-06
2.2972e-10,8.24026e-06
2.2982e-10,8.23477e-06
2.2992e-10,8.22928e-06
2.3002e-10,8.22379e-06
2.3012e-10,8.2183e-06
2.3022e-10,8.21281e-06
2.3032e-10,8.20733e-06
2.3042e-10,8.20184e-06
2.3052e-10,8.19636e-06
2.3062e-10,8.19088e-06
2.3072e-10,8.18539e-06
2.3082e-10,8.17992e-06
2.3092e-10,8.17444e-06
2.3102e-10,8.16896e-06
2.3112e-10,8.16348e-06
2.3122e-10,8.15801e-06
2.3132e-10,8.15254e-06
2.3142e-10,8.14706e-06
2.3152e-10,8.14159e-06
2.3162e-10,8.13612e-06
2.3172e-10,8.13066e-06
2.3182e-10,8.12519e-06
2.3192e-10,8.11972e-06
2.3202e-10,8.11426e-06
2.3212e-10,8.1088e-06
2.3222e-10,8.10333e-06
2.3232e-10,8.09787e-06
2.3242e-10,8.09241e-06
2.3252e-10,8.08696e-06
2.3262e-10,8.0815e-06
2.3272e-10,8.07605e-06
2.3282e-10,8.07059e-06
2.3292e-10,8.06514e-06
2.3302e-10,8.05969e-06
2.3312e-10,8.05424e-06
2.3322e-10,8.04879e-06
2.3332e-10,8.04334e-06
2.3342e-10,8.0379e-06
2.3352e-10,8.03245e-06
2.3362e-10,8.02701e-06
2.3372e-10,8.02157e-06
2.3382e-10,8.01613e-06
2.3392e-10,8.01069e-06
2.3402e-10,8.00526e-06
2.3412e-10,7.99982e-06
2.3422e-10,7.99438e-06
2.3432e-10,7.98895e-06
2.3442e-10,7.98352e-06
2.3452e-10,7.97809e-06
2.3462e-10,7.97266e-06
2.3472e-10,7.96723e-06
2.3482e-10,7.96181e-06
2.3492e-10,7.95638e-06
2.3502e-10,7.95096e-06
2.3512e-10,7.94554e-06
2.3522e-10,7.94012e-06
2.3532e-10,7.9347e-06
2.3542e-10,7.92928e-06
2.3552e-10,7.92387e-06
2.3562e-10,7.91845e-06
2.3572e-10,7.91304e-06
2.3582e-10,7.90763e-06
2.3592e-10,7.90222e-06
2.3602e-10,7.89681e-06
2.3612e-10,7.8914e-06
2.3622e-10,7.886e-06
2.3632e-10,7.88059e-06
2.3642e-10,7.87519e-06
2.3652e-10,7.86979e-06
2.3662e-10,7.86439e-06
2.3672e-10,7.85899e-06
2.3682e-10,7.85359e-06
2.3692e-10,7.8482e-06
2.3702e-10,7.8428e-06
2.3712e-10,7.83741e-06
2.3722e-10,7.83202e-06
2.3732e-10,7.82663e-06
2.3742e-10,7.82124e-06
2.3752e-10,7.81586e-06
2.3762e-10,7.81047e-06
2.3772e-10,7.80509e-06
2.3782e-10,7.79971e-06
2.3792e-10,7.79433e-06
2.3802e-10,7.78895e-06
2.3812e-10,7.78357e-06
2.3822e-10,7.7782e-06
2.3832e-10,7.77282e-06
2.3842e-10,7.76745e-06
2.3852e-10,7.76208e-06
2.3862e-10,7.75671e-06
2.3872e-10,7.75134e-06
2.3882e-10,7.74598e-06
2.3892e-10,7.74061e-06
2.3902e-10,7.73525e-06
2.3912e-10,7.72989e-06
2.3922e-10,7.72453e-06
2.3932e-10,7.71917e-06
2.3942e-10,7.71381e-06
2.3952e-10,7.70846e-06
2.3962e-10,7.7031e-06
2.3972e-10,7.69775e-06
2.3982e-10,7.6924e-06
2.3992e-10,7.68705e-06
2.4002e-10,7.6817e-06
2.4012e-10,7.67636e-06
2.4022e-10,7.67101e-06
2.4032e-10,7.66567e-06
2.4042e-10,7.66033e-06
2.4052e-10,7.65499e-06
2.4062e-10,7.64965e-06
2.4072e-10,7.64432e-06
2.4082e-10,7.63898e-06
2.4092e-10,7.63365e-06
2.4102e-10,7.62832e-06
2.4112e-10,7.62299e-06
2.4122e-10,7.61766e-06
2.4132e-10,7.61234e-06
2.4142e-10,7.60701e-06
2.4152e-10,7.60169e-06
2.4162e-10,7.59637e-06
2.4172e-10,7.59105e-06
2.4182e-10,7.58573e-06
2.4192e-10,7.58041e-06
2.4202e-10,7.5751e-06
2.4212e-10,7.56979e-06
2.4222e-10,7.56447e-06
2.4232e-10,7.55916e-06
2.4242e-10,7.55386e-06
2.4252e-10,7.54855e-06
2.4262e-10,7.54325e-06
2.4272e-10,7.53794e-06
2.4282e-10,7.53264e-06
2.4292e-10,7.52734e-06
2.4302e-10,7.52204e-06
2.4312e-10,7.51675e-06
2.4322e-10,7.51145e-06
2.4332e-10,7.50616e-06
2.4342e-10,7.50087e-06
2.4352e-10,7.49558e-06
2.4362e-10,7.49029e-06
2.4372e-10,7.48501e-06
2.4382e-10,7.47972e-06
2.4392e-10,7.47444e-06
2.4402e-10,7.46916e-06
2.4412e-10,7.46388e-06
2.4422e-10,7.4586e-06
2.4432e-10,7.45333e-06
2.4442e-10,7.44805e-06
2.4452e-10,7.44278e-06
2.4462e-10,7.43751e-06
2.4472e-10,7.43224e-06
2.4482e-10,7.42698e-06
2.4492e-10,7.42171e-06
2.4502e-10,7.41645e-06
2.4512e-10,7.41119e-06
2.4522e-10,7.40593e-06
2.4532e-10,7.40067e-06
2.4542e-10,7.39541e-06
2.4552e-10,7.39016e-06
2.4562e-10,7.3849e-06
2.4572e-10,7.37965e-06
2.4582e-10,7.3744e-06
2.4592e-10,7.36916e-06
2.4602e-10,7.36391e-06
2.4612e-10,7.35867e-06
2.4622e-10,7.35342e-06
2.4632e-10,7.34818e-06
2.4642e-10,7.34295e-06
2.4652e-10,7.33771e-06
2.4662e-10,7.33247e-06
2.4672e-10,7.32724e-06
2.4682e-10,7.32201e-06
2.4692e-10,7.31678e-06
2.4702e-10,7.31155e-06
2.4712e-10,7.30633e-06
2.4722e-10,7.3011e-06
2.4732e-10,7.29588e-06
2.4742e-10,7.29066e-06
2.4752e-10,7.28544e-06
2.4762e-10,7.28022e-06
2.4772e-10,7.27501e-06
2.4782e-10,7.2698e-06
2.4792e-10,7.26458e-06
2.4802e-10,7.25938e-06
2.4812e-10,7.25417e-06
2.4822e-10,7.24896e-06
2.4832e-10,7.24376e-06
2.4842e-10,7.23856e-06
2.4852e-10,7.23336e-06
2.4862e-10,7.22816e-06
2.4872e-10,7.22296e-06
2.4882e-10,7.21777e-06
2.4892e-10,7.21257e-06
2.4902e-10,7.20738e-06
2.4912e-10,7.20219e-06
2.4922e-10,7.19701e-06
2.4932e-10,7.19182e-06
2.4942e-10,7.18664e-06
2.4952e-10,7.18145e-06
2.4962e-10,7.17628e-06
2.4972e-10,7.1711e-06
2.4982e-10,7.16592e-06
2.4992e-10,7.16075e-06
2.5002e-10,7.15557e-06
2.5012e-10,7.1504e-06
2.5022e-10,7.14524e-06
2.5032e-10,7.14007e-06
2.5042e-10,7.1349e-06
2.5052e-10,7.12974e-06
2.5062e-10,7.12458e-06
2.5072e-10,7.11942e-06
2.5082e-10,7.11427e-06
2.5092e-10,7.10911e-06
2.5102e-10,7.10396e-06
2.5112e-10,7.09881e-06
2.5122e-10,7.09366e-06
2.5132e-10,7.08851e-06
2.5142e-10,7.08336e-06
2.5152e-10,7.07822e-06
2.5162e-10,7.07308e-06
2.5172e-10,7.06794e-06
2.5182e-10,7.0628e-06
2.5192e-10,7.05766e-06
2.5202e-10,7.05253e-06
2.5212e-10,7.0474e-06
2.5222e-10,7.04227e-06
2.5232e-10,7.03714e-06
2.5242e-10,7.03201e-06
2.5252e-10,7.02689e-06
2.5262e-10,7.02177e-06
2.5272e-10,7.01665e-06
2.5282e-10,7.01153e-06
2.5292e-10,7.00641e-06
2.5302e-10,7.0013e-06
2.5312e-10,6.99619e-06
2.5322e-10,6.99107e-06
2.5332e-10,6.98597e-06
2.5342e-10,6.98086e-06
2.5352e-10,6.97576e-06
2.5362e-10,6.97065e-06
2.5372e-10,6.96555e-06
2.5382e-10,6.96045e-06
2.5392e-10,6.95536e-06
2.5402e-10,6.95026e-06
2.5412e-10,6.94517e-06
2.5422e-10,6.94008e-06
2.5432e-10,6.93499e-06
2.5442e-10,6.9299e-06
2.5452e-10,6.92482e-06
2.5462e-10,6.91974e-06
2.5472e-10,6.91465e-06
2.5482e-10,6.90958e-06
2.5492e-10,6.9045e-06
2.5502e-10,6.89942e-06
2.5512e-10,6.89435e-06
2.5522e-10,6.88928e-06
2.5532e-10,6.88421e-06
2.5542e-10,6.87914e-06
2.5552e-10,6.87408e-06
2.5562e-10,6.86902e-06
2.5572e-10,6.86396e-06
2.5582e-10,6.8589e-06
2.5592e-10,6.85384e-06
2.5602e-10,6.84879e-06
2.5612e-10,6.84373e-06
2.5622e-10,6.83868e-06
2.5632e-10,6.83364e-06
2.5642e-10,6.82859e-06
2.5652e-10,6.82354e-06
2.5662e-10,6.8185e-06
2.5672e-10,6.81346e-06
2.5682e-10,6.80842e-06
2.5692e-10,6.80339e-06
2.5702e-10,6.79835e-06
2.5712e-10,6.79332e-06
2.5722e-10,6.78829e-06
2.5732e-10,6.78326e-06
2.5742e-10,6.77824e-06
2.5752e-10,6.77321e-06
2.5762e-10,6.76819e-06
2.5772e-10,6.76317e-06
2.5782e-10,6.75815e-06
2.5792e-10,6.75314e-06
2.5802e-10,6.74812e-06
2.5812e-10,6.74311e-06
2.5822e-10,6.7381e-06
2.5832e-10,6.7331e-06
2.5842e-10,6.72809e-06
2.5852e-10,6.72309e-06
2.5862e-10,6.71809e-06
2.5872e-10,6.71309e-06
2.5882e-10,6.70809e-06
2.5892e-10,6.70309e-06
2.5902e-10,6.6981e-06
2.5912e-10,6.69311e-06
2.5922e-10,6.68812e-06
2.5932e-10,6.68314e-06
2.5942e-10,6.67815e-06
2.5952e-10,6.67317e-06
2.5962e-10,6.66819e-06
2.5972e-10,6.66321e-06
2.5982e-10,6.65823e-06
2.5992e-10,6.65326e-06
2.6002e-10,6.64829e-06
2.6012e-10,6.64332e-06
2.6022e-10,6.63835e-06
2.6032e-10,6.63339e-06
2.6042e-10,6.62842e-06
2.6052e-10,6.62346e-06
2.6062e-10,6.6185e-06
2.6072e-10,6.61355e-06
2.6082e-10,6.60859e-06
2.6092e-10,6.60364e-06
2.6102e-10,6.59869e-06
2.6112e-10,6.59374e-06
2.6122e-10,6.58879e-06
2.6132e-10,6.58385e-06
2.6142e-10,6.57891e-06
2.6152e-10,6.57397e-06
2.6162e-10,6.56903e-06
2.6172e-10,6.56409e-06
2.6182e-10,6.55916e-06
2.6192e-10,6.55423e-06
2.6202e-10,6.5493e-06
2.6212e-10,6.54437e-06
2.6222e-10,6.53945e-06
2.6232e-10,6.53452e-06
2.6242e-10,6.5296e-06
2.6252e-10,6.52468e-06
2.6262e-10,6.51977e-06
2.6272e-10,6.51485e-06
2.6282e-10,6.50994e-06
2.6292e-10,6.50503e-06
2.6302e-10,6.50012e-06
2.6312e-10,6.49522e-06
2.6322e-10,6.49031e-06
2.6332e-10,6.48541e-06
2.6342e-10,6.48051e-06
2.6352e-10,6.47562e-06
2.6362e-10,6.47072e-06
2.6372e-10,6.46583e-06
2.6382e-10,6.46094e-06
2.6392e-10,6.45605e-06
2.6402e-10,6.45116e-06
2.6412e-10,6.44628e-06
2.6422e-10,6.4414e-06
2.6432e-10,6.43652e-06
2.6442e-10,6.43164e-06
2.6452e-10,6.42677e-06
2.6462e-10,6.42189e-06
2.6472e-10,6.41702e-06
2.6482e-10,6.41215e-06
2.6492e-10,6.40729e-06
2.6502e-10,6.40242e-06
2.6512e-10,6.39756e-06
2.6522e-10,6.3927e-06
2.6532e-10,6.38784e-06
2.6542e-10,6.38299e-06
2.6552e-10,6.37814e-06
2.6562e-10,6.37328e-06
2.6572e-10,6.36844e-06
2.6582e-10,6.36359e-06
2.6592e-10,6.35874e-06
2.6602e-10,6.3539e-06
2.6612e-10,6.34906e-06
2.6622e-10,6.34422e-06
2.6632e-10,6.33939e-06
2.6642e-10,6.33456e-06
2.6652e-10,6.32972e-06
2.6662e-10,6.3249e-06
2.6672e-10,6.32007e-06
2.6682e-10,6.31524e-06
2.6692e-10,6.31042e-06
2.6702e-10,6.3056e-06
2.6712e-10,6.30078e-06
2.6722e-10,6.29597e-06
2.6732e-10,6.29116e-06
2.6742e-10,6.28634e-06
2.6752e-10,6.28154e-06
2.6762e-10,6.27673e-06
2.6772e-10,6.27192e-06
2.6782e-10,6.26712e-06
2.6792e-10,6.26232e-06
2.6802e-10,6.25752e-06
2.6812e-10,6.25273e-06
2.6822e-10,6.24794e-06
2.6832e-10,6.24314e-06
2.6842e-10,6.23836e-06
2.6852e-10,6.23357e-06
2.6862e-10,6.22879e-06
2.6872e-10,6.224e-06
2.6882e-10,6.21922e-06
2.6892e-10,6.21445e-06
2.6902e-10,6.20967e-06
2.6912e-10,6.2049e-06
2.6922e-10,6.20013e-06
2.6932e-10,6.19536e-06
2.6942e-10,6.19059e-06
2.6952e-10,6.18583e-06
2.6962e-10,6.18107e-06
2.6972e-10,6.17631e-06
2.6982e-10,6.17155e-06
2.6992e-10,6.1668e-06
2.7002e-10,6.16204e-06
2.7012e-10,6.15729e-06
2.7022e-10,6.15254e-06
2.7032e-10,6.1478e-06
2.7042e-10,6.14306e-06
2.7052e-10,6.13831e-06
2.7062e-10,6.13357e-06
2.7072e-10,6.12884e-06
2.7082e-10,6.1241e-06
2.7092e-10,6.11937e-06
2.7102e-10,6.11464e-06
2.7112e-10,6.10991e-06
2.7122e-10,6.10519e-06
2.7132e-10,6.10047e-06
2.7142e-10,6.09574e-06
2.7152e-10,6.09103e-06
2.7162e-10,6.08631e-06
2.7172e-10,6.0816e-06
2.7182e-10,6.07688e-06
2.7192e-10,6.07218e-06
2.7202e-10,6.06747e-06
2.7212e-10,6.06276e-06
2.7222e-10,6.05806e-06
2.7232e-10,6.05336e-06
2.7242e-10,6.04866e-06
2.7252e-10,6.04397e-06
2.7262e-10,6.03927e-06
2.7272e-10,6.03458e-06
2.7282e-10,6.02989e-06
2.7292e-10,6.02521e-06
2.7302e-10,6.02052e-06
2.7312e-10,6.01584e-06
2.7322e-10,6.01116e-06
2.7332e-10,6.00649e-06
2.7342e-10,6.00181e-06
2.7352e-10,5.99714e-06
2.7362e-10,5.99247e-06
2.7372e-10,5.9878e-06
2.7382e-10,5.98313e-06
2.7392e-10,5.97847e-06
2.7402e-10,5.97381e-06
2.7412e-10,5.96915e-06
2.7422e-10,5.96449e-06
2.7432e-10,5.95984e-06
2.7442e-10,5.95519e-06
2.7452e-10,5.95054e-06
2.7462e-10,5.94589e-06
2.7472e-10,5.94125e-06
2.7482e-10,5.93661e-06
2.7492e-10,5.93197e-06
2.7502e-10,5.92733e-06
2.7512e-10,5.92269e-06
2.7522e-10,5.91806e-06
2.7532e-10,5.91343e-06
2.7542e-10,5.9088e-06
2.7552e-10,5.90417e-06
2.7562e-10,5.89955e-06
2.7572e-10,5.89493e-06
2.7582e-10,5.89031e-06
2.7592e-10,5.88569e-06
2.7602e-10,5.88108e-06
2.7612e-10,5.87647e-06
2.7622e-10,5.87186e-06
2.7632e-10,5.86725e-06
2.7642e-10,5.86264e-06
2.7652e-10,5.85804e-06
2.7662e-10,5.85344e-06
2.7672e-10,5.84884e-06
2.7682e-10,5.84425e-06
2.7692e-10,5.83965e-06
2.7702e-10,5.83506e-06
2.7712e-10,5.83047e-06
2.7722e-10,5.82589e-06
2.7732e-10,5.8213e-06
2.7742e-10,5.81672e-06
2.7752e-10,5.81214e-06
2.7762e-10,5.80756e-06
2.7772e-10,5.80299e-06
2.7782e-10,5.79842e-06
2.7792e-10,5.79385e-06
2.7802e-10,5.78928e-06
2.7812e-10,5.78471e-06
2.7822e-10,5.78015e-06
2.7832e-10,5.77559e-06
2.7842e-10,5.77103e-06
2.7852e-10,5.76648e-06
2.7862e-10,5.76192e-06
2.7872e-10,5.75737e-06
2.7882e-10,5.75282e-06
2.7892e-10,5.74828e-06
2.7902e-10,5.74373e-06
2.7912e-10,5.73919e-06
2.7922e-10,5.73465e-06
2.7932e-10,5.73012e-06
2.7942e-10,5.72558e-06
2.7952e-10,5.72105e-06
2.7962e-10,5.71652e-06
2.7972e-10,5.71199e-06
2.7982e-10,5.70747e-06
2.7992e-10,5.70294e-06
2.8002e-10,5.69842e-06
2.8012e-10,5.69391e-06
2.8022e-10,5.68939e-06
2.8032e-10,5.68488e-06
2.8042e-10,5.68037e-06
2.8052e-10,5.67586e-06
2.8062e-10,5.67135e-06
2.8072e-10,5.66685e-06
2.8082e-10,5.66235e-06
2.8092e-10,5.65785e-06
2.8102e-10,5.65335e-06
2.8112e-10,5.64886e-06
2.8122e-10,5.64436e-06
2.8132e-10,5.63988e-06
2.8142e-10,5.63539e-06
2.8152e-10,5.6309e-06
2.8162e-10,5.62642e-06
2.8172e-10,5.62194e-06
2.8182e-10,5.61746e-06
2.8192e-10,5.61299e-06
2.8202e-10,5.60852e-06
2.8212e-10,5.60405e-06
2.8222e-10,5.59958e-06
2.8232e-10,5.59511e-06
2.8242e-10,5.59065e-06
2.8252e-10,5.58619e-06
2.8262e-10,5.58173e-06
2.8272e-10,5.57727e-06
2.8282e-10,5.57282e-06
2.8292e-10,5.56837e-06
2.8302e-10,5.56392e-06
2.8312e-10,5.55947e-06
2.8322e-10,5.55503e-06
2.8332e-10,5.55059e-06
2.8342e-10,5.54615e-06
2.8352e-10,5.54171e-06
2.8362e-10,5.53728e-06
2.8372e-10,5.53285e-06
2.8382e-10,5.52842e-06
2.8392e-10,5.52399e-06
2.8402e-10,5.51956e-06
2.8412e-10,5.51514e-06
2.8422e-10,5.51072e-06
2.8432e-10,5.5063e-06
2.8442e-10,5.50189e-06
2.8452e-10,5.49748e-06
2.8462e-10,5.49306e-06
2.8472e-10,5.48866e-06
2.8482e-10,5.48425e-06
2.8492e-10,5.47985e-06
2.8502e-10,5.47545e-06
2.8512e-10,5.47105e-06
2.8522e-10,5.46665e-06
2.8532e-10,5.46226e-06
2.8542e-10,5.45787e-06
2.8552e-10,5.45348e-06
2.8562e-10,5.44909e-06
2.8572e-10,5.44471e-06
2.8582e-10,5.44033e-06
2.8592e-10,5.43595e-06
2.8602e-10,5.43157e-06
2.8612e-10,5.4272e-06
2.8622e-10,5.42282e-06
2.8632e-10,5.41846e-06
2.8642e-10,5.41409e-06
2.8652e-10,5.40972e-06
2.8662e-10,5.40536e-06
2.8672e-10,5.401e-06
2.8682e-10,5.39664e-06
2.8692e-10,5.39229e-06
2.8702e-10,5.38794e-06
2.8712e-10,5.38359e-06
2.8722e-10,5.37924e-06
2.8732e-10,5.37489e-06
2.8742e-10,5.37055e-06
2.8752e-10,5.36621e-06
2.8762e-10,5.36187e-06
2.8772e-10,5.35754e-06
2.8782e-10,5.3532e-06
2.8792e-10,5.34887e-06
2.8802e-10,5.34454e-06
2.8812e-10,5.34022e-06
2.8822e-10,5.33589e-06
2.8832e-10,5.33157e-06
2.8842e-10,5.32725e-06
2.8852e-10,5.32294e-06
2.8862e-10,5.31862e-06
2.8872e-10,5.31431e-06
2.8882e-10,5.31e-06
2.8892e-10,5.3057e-06
2.8902e-10,5.30139e-06
2.8912e-10,5.29709e-06
2.8922e-10,5.29279e-06
2.8932e-10,5.28849e-06
2.8942e-10,5.2842e-06
2.8952e-10,5.27991e-06
2.8962e-10,5.27562e-06
2.8972e-10,5.27133e-06
2.8982e-10,5.26705e-06
2.8992e-10,5.26276e-06
2.9002e-10,5.25848e-06
2.9012e-10,5.25421e-06
2.9022e-10,5.24993e-06
2.9032e-10,5.24566e-06
2.9042e-10,5.24139e-06
2.9052e-10,5.23712e-06
2.9062e-10,5.23286e-06
2.9072e-10,5.22859e-06
2.9082e-10,5.22433e-06
2.9092e-10,5.22007e-06
2.9102e-10,5.21582e-06
2.9112e-10,5.21157e-06
2.9122e-10,5.20732e-06
2.9132e-10,5.20307e-06
2.9142e-10,5.19882e-06
2.9152e-10,5.19458e-06
2.9162e-10,5.19034e-06
2.9172e-10,5.1861e-06
2.9182e-10,5.18186e-06
2.9192e-10,5.17763e-06
2.9202e-10,5.1734e-06
2.9212e-10,5.16917e-06
2.9222e-10,5.16494e-06
2.9232e-10,5.16072e-06
2.9242e-10,5.1565e-06
2.9252e-10,5.15228e-06
2.9262e-10,5.14806e-06
2.9272e-10,5.14385e-06
2.9282e-10,5.13964e-06
2.9292e-10,5.13543e-06
2.9302e-10,5.13122e-06
2.9312e-10,5.12702e-06
2.9322e-10,5.12281e-06
2.9332e-10,5.11861e-06
2.9342e-10,5.11442e-06
2.9352e-10,5.11022e-06
2.9362e-10,5.10603e-06
2.9372e-10,5.10184e-06
2.9382e-10,5.09765e-06
2.9392e-10,5.09347e-06
2.9402e-10,5.08929e-06
2.9412e-10,5.08511e-06
2.9422e-10,5.08093e-06
2.9432e-10,5.07675e-06
2.9442e-10,5.07258e-06
2.9452e-10,5.06841e-06
2.9462e-10,5.06424e-06
2.9472e-10,5.06008e-06
2.9482e-10,5.05591e-06
2.9492e-10,5.05175e-06
2.9502e-10,5.0476e-06
2.9512e-10,5.04344e-06
2.9522e-10,5.03929e-06
2.9532e-10,5.03514e-06
2.9542e-10,5.03099e-06
2.9552e-10,5.02684e-06
2.9562e-10,5.0227e-06
2.9572e-10,5.01856e-06
2.9582e-10,5.01442e-06
2.9592e-10,5.01028e-06
2.9602e-10,5.00615e-06
2.9612e-10,5.00202e-06
2.9622e-10,4.99789e-06
2.9632e-10,4.99377e-06
2.9642e-10,4.98964e-06
2.9652e-10,4.98552e-06
2.9662e-10,4.9814e-06
2.9672e-10,4.97729e-06
2.9682e-10,4.97317e-06
2.9692e-10,4.96906e-06
2.9702e-10,4.96495e-06
2.9712e-10,4.96084e-06
2.9722e-10,4.95674e-06
2.9732e-10,4.95264e-06
2.9742e-10,4.94854e-06
2.9752e-10,4.94444e-06
2.9762e-10,4.94035e-06
2.9772e-10,4.93626e-06
2.9782e-10,4.93217e-06
2.9792e-10,4.92808e-06
2.9802e-10,4.924e-06
2.9812e-10,4.91991e-06
2.9822e-10,4.91583e-06
2.9832e-10,4.91176e-06
2.9842e-10,4.90768e-06
2.9852e-10,4.90361e-06
2.9862e-10,4.89954e-06
2.9872e-10,4.89547e-06
2.9882e-10,4.89141e-06
2.9892e-10,4.88735e-06
2.9902e-10,4.88329e-06
2.9912e-10,4.87923e-06
2.9922e-10,4.87517e-06
2.9932e-10,4.87112e-06
2.9942e-10,4.86707e-06
2.9952e-10,4.86302e-06
2.9962e-10,4.85898e-06
2.9972e-10,4.85493e-06
2.9982e-10,4.85089e-06
2.9992e-10,4.84686e-06
3.0002e-10,4.84282e-06
3.0012e-10,4.83879e-06
3.0022e-10,4.83476e-06
3.0032e-10,4.83073e-06
3.0042e-10,4.8267e-06
3.0052e-10,4.82268e-06
3.0062e-10,4.81866e-06
3.0072e-10,4.81464e-06
3.0082e-10,4.81062e-06
3.0092e-10,4.80661e-06
3.0102e-10,4.8026e-06
3.0112e-10,4.79859e-06
3.0122e-10,4.79458e-06
3.0132e-10,4.79058e-06
3.0142e-10,4.78658e-06
3.0152e-10,4.78258e-06
3.0162e-10,4.77858e-06
3.0172e-10,4.77459e-06
3.0182e-10,4.7706e-06
3.0192e-10,4.76661e-06
3.0202e-10,4.76262e-06
3.0212e-10,4.75864e-06
3.0222e-10,4.75466e-06
3.0232e-10,4.75068e-06
3.0242e-10,4.7467e-06
3.0252e-10,4.74273e-06
3.0262e-10,4.73876e-06
3.0272e-10,4.73479e-06
3.0282e-10,4.73082e-06
3.0292e-10,4.72686e-06
3.0302e-10,4.72289e-06
3.0312e-10,4.71893e-06
3.0322e-10,4.71498e-06
3.0332e-10,4.71102e-06
3.0342e-10,4.70707e-06
3.0352e-10,4.70312e-06
3.0362e-10,4.69917e-06
3.0372e-10,4.69523e-06
3.0382e-10,4.69129e-06
3.0392e-10,4.68735e-06
3.0402e-10,4.68341e-06
3.0412e-10,4.67947e-06
3.0422e-10,4.67554e-06
3.0432e-10,4.67161e-06
3.0442e-10,4.66768e-06
3.0452e-10,4.66376e-06
3.0462e-10,4.65983e-06
3.0472e-10,4.65591e-06
3.0482e-10,4.652e-06
3.0492e-10,4.64808e-06
3.0502e-10,4.64417e-06
3.0512e-10,4.64026e-06
3.0522e-10,4.63635e-06
3.0532e-10,4.63244e-06
3.0542e-10,4.62854e-06
3.0552e-10,4.62464e-06
3.0562e-10,4.62074e-06
3.0572e-10,4.61685e-06
3.0582e-10,4.61295e-06
3.0592e-10,4.60906e-06
3.0602e-10,4.60517e-06
3.0612e-10,4.60129e-06
3.0622e-10,4.5974e-06
3.0632e-10,4.59352e-06
3.0642e-10,4.58964e-06
3.0652e-10,4.58577e-06
3.0662e-10,4.58189e-06
3.0672e-10,4.57802e-06
3.0682e-10,4.57415e-06
3.0692e-10,4.57029e-06
3.0702e-10,4.56642e-06
3.0712e-10,4.56256e-06
3.0722e-10,4.5587e-06
3.0732e-10,4.55484e-06
3.0742e-10,4.55099e-06
3.0752e-10,4.54714e-06
3.0762e-10,4.54329e-06
3.0772e-10,4.53944e-06
3.0782e-10,4.5356e-06
3.0792e-10,4.53176e-06
3.0802e-10,4.52792e-06
3.0812e-10,4.52408e-06
3.0822e-10,4.52024e-06
3.0832e-10,4.51641e-06
3.0842e-10,4.51258e-06
3.0852e-10,4.50875e-06
3.0862e-10,4.50493e-06
